name,osm_id,mid_lat,mid_lng,node_count,data_source,highway_type,surface,lanes,maxspeed,oneway,bridge,tunnel,lit,sidewalk,cycleway,width,access,ref
,159454807,40.4436756,-79.94486745,2,osm,footway,asphalt,,,,,,yes,,,,,
,159454808,40.44382555,-79.94471375,2,osm,steps,concrete,,,,,,,,,,,
,159454809,40.44372925294118,-79.9450149,17,osm,footway,paved,,,,,,,,,,,
,160636651,40.44407065,-79.94448185,2,osm,steps,concrete,,,,,,yes,,,,,
,160636652,40.44406119999999,-79.9445041,2,osm,footway,asphalt,,,,,,yes,,,,,
,160636653,40.444088699999995,-79.944432,2,osm,steps,concrete,,,,,,yes,,,,,
,160636655,40.4440798,-79.94445685,2,osm,footway,asphalt,,,,,,yes,,,,,
,160636657,40.444115399999994,-79.94435979999999,3,osm,footway,asphalt,,,,,,yes,,,,,
,160636658,40.4440511,-79.94452534999999,2,osm,steps,concrete,,,,,,yes,,,,,
,160690307,40.4435206,-79.945136875,4,osm,steps,paved,,,,,,,,,,,
,160692884,40.44693544444445,-79.94247038888889,9,osm,service,,,,,,,,,,,permissive,
,166433393,40.4444628,-79.94359125,2,osm,steps,concrete,,,,,,,,,,,
,166433394,40.44449465,-79.94358045,2,osm,steps,concrete,,,,,,,,,,,
,166433395,40.4444789,-79.9435858,2,osm,footway,concrete,,,,,,,,,,,
,166433396,40.44414999999999,-79.94416235,2,osm,footway,concrete,,,,,,,,,3.5,,
,166433397,40.44443613333333,-79.94360026666668,3,osm,footway,concrete,,,,,,,,,,,
,166433398,40.4445112,-79.94357485,2,osm,footway,concrete,,,,,,,,,,,
,166433399,40.444499533333335,-79.9436278,3,osm,footway,concrete,,,,,,,,,,,
,166433400,40.4444658,-79.94368875,4,osm,footway,concrete,,,,,,,,,,,
,166667463,40.442280411764706,-79.93962027058824,17,osm,footway,unhewn_cobblestone,,,,,,,,,,,
,166667464,40.442825926666664,-79.942167,15,osm,footway,concrete,,,,,,yes,,,,,
,166668311,40.44170815,-79.94063765,2,osm,footway,paved,,,,,,,,,,,
,166668312,40.4416674,-79.9404452,2,osm,footway,paved,,,,,,,,,,,
,166668313,40.4417248,-79.9401961,3,osm,footway,paved,,,,,,,,,,,
,166668314,40.4420122,-79.93942283333332,3,osm,footway,paved,,,,,,,,,,,
,166668315,40.4419773,-79.93966896666667,3,osm,footway,paved,,,,,,,,,,,
,166668316,40.44172565,-79.940194075,4,osm,footway,paved,,,,,,,,,,,
,166668317,40.44174498333333,-79.94041126666667,6,osm,footway,paved,,,,,,,,,,,
,166670050,40.44336195,-79.945199,2,osm,footway,paved,,,,,,,,,,,
,166974330,40.44191845,-79.93962675,2,osm,steps,paved,,,,,,,,,,,
,168519837,40.447835733333335,-79.94942641666667,6,osm,service,,,,,,,,,,,private,
,171452421,40.447498,-79.94954445,2,osm,footway,concrete,,,,,,,,,,,
,171452423,40.4469315,-79.94975323333334,3,osm,footway,concrete,,,,,,,,,,,
,171967702,40.44985416666666,-79.9427396,3,osm,service,,,,,,,,,,,private,
,171967703,40.450054533333336,-79.94277743333333,3,osm,service,,,,,,,,,,,private,
,172308325,40.44758918,-79.93882764,10,osm,service,,,,,,,,,,,private,
,172350346,40.4503521,-79.94262255000001,4,osm,service,,,,,,,,,,,private,
,172350888,40.44821005,-79.94170055000001,2,osm,service,,,,,,,,,,,private,
,172350890,40.44830368,-79.94214236,5,osm,service,,,,,,,,,,,destination,
,172351213,40.448322866666665,-79.94268923333334,3,osm,service,concrete:plates,,,yes,,,,,,,destination,
,172351214,40.448376833333334,-79.94412833333332,3,osm,service,concrete,,,yes,,,,,,,destination,
,172351216,40.44833855,-79.94358790000001,2,osm,service,asphalt,,,,,,,,,,destination,
,172351218,40.44836175,-79.94323754999999,2,osm,service,asphalt,,,,,,,,,,destination,
,172351220,40.448516266666665,-79.94272683333332,3,osm,service,concrete:plates,,,yes,,,,,,,destination,
,172351221,40.44844408,-79.94340308,5,osm,service,asphalt,,,,,,,,,,destination,
,172351223,40.4483004,-79.94302905,2,osm,service,asphalt,,,,,,,,,,destination,
,172356992,40.44289233333333,-79.9446894,3,osm,service,,,,,,,,,,,private,
,172357455,40.4439379,-79.94371833333334,3,osm,service,asphalt,,,,,,,,,,private,
,172358029,40.445813275,-79.94448725,8,osm,service,asphalt,,,,,,,,,,private,
,172714316,40.44923426666667,-79.94284363333333,3,osm,service,,,,,,,,,,,private,
,172714317,40.449152875,-79.94302125,4,osm,service,,,,,,,,,,,private,
,172951885,40.449050699999994,-79.94925396666667,3,osm,service,,,,,,,,,,,private,
,172951886,40.4487804,-79.94923651666666,6,osm,service,,,,yes,,,,,,,private,
,172951887,40.4481268,-79.9496696,2,osm,service,,,,yes,,,,,,,private,
,173093412,40.44990968,-79.94318706,5,osm,service,,,,,,,,,,,private,
,173094510,40.4495686,-79.94289033333332,3,osm,service,,,,,,,,,,,private,
,173094511,40.4497984,-79.94292899999999,3,osm,service,,,,,,,,,,,private,
,173094512,40.44965436666667,-79.9429131,3,osm,service,,,,,,,,,,,private,
,173094513,40.449444766666666,-79.9428823,3,osm,service,,,,,,,,,,,private,
,173100745,40.4486849,-79.94273166666666,3,osm,service,,,,,,,,,,,private,
,175084001,40.44778616666667,-79.9365679,3,osm,service,,,,,,,,,,,private,
,175084002,40.4477996,-79.936382,3,osm,service,,,,,,,,,,,private,
,175084004,40.44781583333333,-79.93616816666668,3,osm,service,,,,,,,,,,,private,
,178810326,40.4502221,-79.94298863333334,3,osm,service,,,,,,,,,,,private,
,207205048,40.4389038,-79.9469363125,8,osm,footway,paved,,,,,,,,,,,
,207205049,40.43922265714286,-79.94721978571428,7,osm,steps,,,,,,,,,,,,
,207205059,40.439196054545455,-79.94737191818182,11,osm,footway,paved,,,,,,,,,,,
,207205060,40.43937785,-79.947121975,4,osm,footway,paved,,,,,,,,,,,
,207205061,40.43979229166667,-79.947878675,12,osm,footway,paving_stones,,,,,,yes,,,,,
,207205065,40.44008178,-79.94755868,5,osm,footway,concrete,,,,,,no,,,,,
,207205066,40.4392888,-79.94725076666667,3,osm,footway,,,,,,,,,,,,
,207205067,40.43931488333333,-79.9473332,6,osm,steps,,,,,,,,,,,,
,207207949,40.43987679166667,-79.9483867625,24,osm,footway,concrete,,,,,,no,,,,private,
,207207950,40.43979754166667,-79.94835200833334,12,osm,footway,concrete,,,,,,no,,,,customers,
,207207953,40.43987502,-79.94824448,5,osm,footway,concrete,,,,,,no,,,,private,
,207207954,40.43957605,-79.9485626,2,osm,footway,concrete,,,,,,no,,,,customers,
,207207956,40.4396055625,-79.9482151875,8,osm,footway,concrete,,,,,,no,,,,customers,
,207207958,40.4397688,-79.94825573333334,3,osm,footway,concrete,,,,,,yes,,,,customers,
,207207960,40.43958753333333,-79.94837105,6,osm,footway,concrete,,,,,,yes,,,,customers,
,207213398,40.4418369,-79.95186534999999,2,osm,footway,,,,,,,,,,,,
,207213399,40.44252428,-79.9519796,5,osm,footway,concrete,,,,,,yes,,,,,
,207213400,40.4424482,-79.9528614,4,osm,footway,concrete,,,,,,,,,,,
,207213401,40.441894075,-79.95259092500001,4,osm,footway,asphalt,,,,,,yes,,,,,
,207213402,40.442132775000005,-79.95266802500001,4,osm,footway,concrete,,,,,,yes,,,,,
,207213403,40.442294700000005,-79.95272645,2,osm,footway,concrete,,,,,,,,,,,
,207213405,40.44211885,-79.951524225,4,osm,footway,fine_gravel,,,,,,,,,,,
,207213406,40.4423786,-79.95236145,2,osm,footway,concrete,,,,,,,,,,,
,207213408,40.443080900000005,-79.95270593333333,3,osm,footway,concrete,,,,,,yes,,,,,
,207213409,40.44248918076923,-79.95249305769231,26,osm,footway,concrete,,,,,,no,,,,,
,207213410,40.442843333333336,-79.95286903333333,3,osm,footway,concrete,,,,,,,,,,,
,234198003,40.44203775,-79.951695,2,osm,footway,fine_gravel,,,,,,,,,,,
,245036660,40.446088257142854,-79.9387930857143,7,osm,service,,,,,,,,,,,private,
,265732982,40.4473069,-79.94026263333333,3,osm,steps,,,,,,,,,,,,
,265898481,40.445505125,-79.949495325,4,osm,service,asphalt,,,yes,,,,,,,private,
,265898483,40.4459753,-79.9494401,3,osm,service,,,,,,,,,,,,
,266076700,40.4403925,-79.939214475,4,osm,service,,,,,,,,,,,private,
,267171462,40.44018826666667,-79.94264226666667,3,osm,footway,concrete,,,,,,,,,,,
,267171463,40.43986035,-79.94290555,2,osm,footway,concrete,,,,,,,,,,,
,272882162,40.44764333333333,-79.95008493333334,3,osm,footway,,,,,,,,,,,,
,272882165,40.4478011,-79.94971063333332,3,osm,service,,,,,,,,,,,,
,272882167,40.44710155,-79.9500171,2,osm,footway,concrete,,,,,,,,,,,
,272882169,40.447320733333335,-79.95004156666666,3,osm,steps,,,,,,,,,,,,
,272882171,40.4473211,-79.95009265,2,osm,footway,,,,,,,,,,,,
,272882174,40.44745613333333,-79.9500939,3,osm,footway,,,,,,,,,,,,
,272882175,40.447481999999994,-79.9501047,2,osm,steps,,,,,,,,,,,,
,272882178,40.44749595,-79.95013575,2,osm,footway,,,,,,,,,,,,
,272882180,40.447428650000006,-79.95012045,2,osm,footway,,,,,,,,,,,,
,288354408,40.44310613333334,-79.9429293,3,osm,footway,concrete:plates,,,,,,no,,,,,
,313329258,40.440528925,-79.950202125,4,osm,service,,,,,,,,,,,,
,313329261,40.441633025,-79.949113375,4,osm,service,,,,,,,,,,,,
,313329262,40.4429559,-79.94769169,10,osm,service,,,,,,,,,,,,
,316330725,40.44593561428571,-79.94271122857143,7,osm,service,asphalt,,,,,,,,,,destination,
,320582061,40.443275400000005,-79.94634199999999,2,osm,footway,paved,,,,,,,,,,,
,320582063,40.4431674,-79.9464102,2,osm,footway,paved,,,,,,,,,,,
,320582066,40.443348,-79.94629044999999,2,osm,footway,concrete,,,,,,,,,,,
,324526869,40.44405155,-79.9451704,2,osm,footway,,,,,,,,,,,,
,324526870,40.443421275,-79.9449820875,8,osm,footway,,,,,,,,,,,,
,324870337,40.44486139999999,-79.9480707,2,osm,steps,,,,,,,,,,,,
,331173860,40.4439459,-79.94850120000001,2,osm,service,asphalt,,,,,,,left,,,,
,331173861,40.44313345,-79.94892732000001,10,osm,footway,,,,,,,,,,,,
,331173862,40.4420447,-79.94990419999999,8,osm,footway,,,,,,,,,,,,
,331173864,40.44255113333333,-79.9483516,3,osm,service,,,,,,,,,,,private,
,331173866,40.4424952,-79.95095436,5,osm,footway,concrete,,,,,,,,,,,
,331173867,40.442975,-79.95136128571428,14,osm,footway,concrete,,,,,,yes,,,,,
,331173868,40.44266288888889,-79.95108176666666,9,osm,pedestrian,concrete,,,,,,yes,,,,,
,331173869,40.4418062,-79.95200923333333,3,osm,footway,,,,,,,,,,,,
,333009367,40.436878199999995,-79.9468088,3,osm,footway,,,,,,,,,,,,
,333009368,40.43695515,-79.94680245,2,osm,footway,,,,,yes,,,,,,,
,333009372,40.4371531,-79.94697041666666,6,osm,footway,gravel,,,,,,,,,,,
,333009373,40.437174414285714,-79.94756052857143,7,osm,footway,,,,,,,yes,,,,,
,333009374,40.438056175,-79.947215925,4,osm,service,,,,,,,,,,,,
,346053020,40.43807236,-79.94659568666665,15,osm,cycleway,cobblestone,,,,,,,,,,,
,346053021,40.4375628,-79.94756316666667,3,osm,service,,,,,,,,,,,,
,346090830,40.438179,-79.94516520833334,12,osm,path,dirt,,,,,,,,,,,
,346090832,40.43911394285714,-79.94373077142858,7,osm,footway,dirt,,,,,,,,,,,
,346090833,40.43900445,-79.94368175,2,osm,steps,,,,,,,,,,,,
,346090835,40.43905088,-79.94217504000001,5,osm,footway,,,,,,,,,,,,
,346090837,40.438432250000005,-79.9463791,2,osm,steps,,,,,,,,,,,,
,346090838,40.43852355,-79.94646605,2,osm,footway,,,,,,,,,,,,
,346092820,40.439423015,-79.945855295,20,osm,footway,paved,,,,,,,,,,,
,354111245,40.44138321,-79.95056499,10,osm,service,,,,,,,,,,,,
,358962505,40.439672125,-79.95168294999999,4,osm,steps,,,,,,,,,,,,
,358962724,40.44171822,-79.93726388,5,osm,steps,,,,,,,,,,,,
,359652180,40.44131346153846,-79.95221599999999,13,osm,path,,,,,,,,,,,,
,364230454,40.437849433333334,-79.9476284888889,9,osm,service,,,,,,,,,,,,
,366514681,40.43697064210526,-79.94886360526316,19,osm,footway,gravel,,,,,,yes,,,,,
,392332364,40.44371305,-79.9471444,6,osm,cycleway,asphalt,,,,,,,,,,,
,392332367,40.44228918461538,-79.94986006538463,26,osm,footway,concrete,,,,,,,,,,,
,392332368,40.44251916666666,-79.94937866666668,3,osm,footway,,,,,,,,,,,no,
,392332369,40.44247605,-79.94921975,2,osm,footway,,,,,yes,,,,,,no,
,392332370,40.44266245,-79.9491506,2,osm,footway,,,,,yes,,,,,,,
,392332371,40.44328335,-79.94843715,2,osm,service,asphalt,,,,,,,,,,,
,392332372,40.443632433333335,-79.94835177777777,9,osm,service,asphalt,,,,,,,left,,,,
,392332374,40.4446117,-79.94805396666668,3,osm,footway,,,,,,,,,,,,
,392332376,40.44308726666666,-79.9481553,3,osm,service,,,,,,,,,,,,
,392332378,40.44461973333333,-79.94657456666665,3,osm,steps,,,,,,,,,,,,
,392332382,40.44251836666667,-79.94868503333333,3,osm,service,,,,,,,,,,,private,
,392332383,40.437941550000005,-79.94729219999999,2,osm,footway,unpaved,,,,,,,,,,,
,392332385,40.43959006,-79.94716248666667,15,osm,footway,concrete,,,,,,yes,,,,,
,392332387,40.4384613,-79.9471046,2,osm,footway,,,,,,,,,,,,
,392332388,40.439368425,-79.94679607500001,4,osm,footway,,,,,,,,,,,,
,392332389,40.43963151818182,-79.94856623636363,11,osm,footway,concrete,,,,,,no,,,,customers,
,392332390,40.43990948,-79.948363425,20,osm,footway,,,,,,,,,,,private,
,392332391,40.439980649999995,-79.9482707875,8,osm,footway,concrete,,,,,,,,,,private,
,392332392,40.4401030625,-79.9485410875,8,osm,footway,,,,,,,,,,,customers,
,392332394,40.440042630769234,-79.94854996923075,13,osm,footway,,,,,,,,,,,customers,
,392332398,40.44011426363637,-79.94842201818182,22,osm,footway,,,,,,,,,,,customers,
,392332399,40.44014936,-79.94833666,5,osm,footway,,,,,,,,,,,,
,392332401,40.440107139999995,-79.94839288,10,osm,footway,,,,,,,,,,,private,
,392332405,40.44011448333333,-79.94828176666667,6,osm,footway,,,,,,,,,,,customers,
,405380578,40.4444728,-79.94556915,2,osm,steps,paved,,,,,,yes,,,,,
,405418073,40.44442503333333,-79.94556566666667,3,osm,footway,,,,,,,,,,,,
,441046655,40.43949590714286,-79.9440280857143,14,osm,footway,,,,,,,,,,,,
,441046657,40.439112173333335,-79.94631605333333,15,osm,footway,,,,,,,,,,,,
,441046659,40.44050023333333,-79.94231163333333,3,osm,footway,concrete,,,,,,,,,,,
,469613662,40.4470386,-79.9444137,3,osm,service,asphalt,,,,,,,,,,,
,492696946,40.43741509473684,-79.94264441578947,19,osm,footway,,,,,,,,,,,,
,492696947,40.43944393181818,-79.94294275909091,22,osm,footway,,,,,,,,,,,,
,492696951,40.440429140000006,-79.94257578,5,osm,path,dirt,,,,,,,,,,,
,492696953,40.4398681,-79.9487644,5,osm,service,,,,,,,,,,,,
,502157772,40.4429601,-79.94600491666667,6,osm,footway,paved,,,,,,,,,,,
,506453528,40.443786233333334,-79.9426635,3,osm,footway,concrete,,,,,,no,,,,,
,506453529,40.44390896666667,-79.94321686666667,3,osm,footway,concrete:plates,,,,,,yes,,,,,
,506453530,40.444153075,-79.943090275,4,osm,footway,concrete,,,,,,yes,,,,,
,506453531,40.44359218,-79.94328424,5,osm,footway,concrete:plates,,,,,,yes,,,,,
,506453532,40.443662974999995,-79.942425125,4,osm,footway,concrete,,,,,,,,,,,
,506453535,40.44412825,-79.9422812,2,osm,footway,concrete:plates,,,,,,,,,,,
,506453537,40.4434577,-79.93928495,2,osm,footway,concrete,,,,,,,,,,,
,506453538,40.44363605,-79.9400985,2,osm,footway,paved,,,,,building_passage,,,,,,
,506453539,40.444196616666666,-79.94129496666666,6,osm,service,asphalt,,,,,,,,,,destination,
,575424693,40.4428851625,-79.9486741,8,osm,service,,,,,,,,,,,,
,612697572,40.44051673333333,-79.95203608333334,6,osm,footway,concrete,,,,,,,,,,,
,619370079,40.448350166666664,-79.94829086666667,3,osm,service,asphalt,,,yes,,,no,,,,,
,619370080,40.44817195,-79.94918064999999,4,osm,service,,,,yes,,,,,,,private,
,619370081,40.4481554,-79.94958116666668,3,osm,service,,,,yes,,,,,,,private,
,619370083,40.448590471428574,-79.94894677142858,7,osm,service,,,,yes,,,,,,,private,
,619370084,40.447510175000005,-79.94889785,4,osm,service,,,,,,,,,,,,
,619370085,40.44796186666667,-79.9477615,3,osm,service,concrete,,,,,,,,,,,
,619370086,40.447820975,-79.94807002499999,4,osm,service,,,,,,,,,,,private,
,620231507,40.44169418,-79.93618355999999,5,osm,service,,,,,,,,,,,,
,664396443,40.44245150909091,-79.94287476363637,11,osm,footway,concrete,,,,,,yes,,,,,
,671916656,40.44568644,-79.95072984,5,osm,service,,,,,,,,,,,,
,695591816,40.44790533333333,-79.95093033333332,3,osm,service,,,,,,,,,,,,
,695592003,40.44760483333334,-79.95108866666666,3,osm,service,,,,,,,,,,,,
,695599840,40.4451371,-79.9497843,2,osm,service,,,,,,,,,,,,
,695599841,40.44488226,-79.95011408,5,osm,service,asphalt,,,,,,,,,,,
,695599842,40.444986175,-79.949592875,4,osm,service,,,,,,,,,,,,
,695599843,40.4447839,-79.9496298,2,osm,service,,,,,,,,,,,,
,695605253,40.44840034444445,-79.95027048888889,9,osm,service,,,,yes,,,,,,,,
,695607705,40.447831475,-79.94854434999999,4,osm,service,asphalt,,,yes,,,,,,,,
,695607861,40.446725019999995,-79.94749476,5,osm,service,,,,,,,,,,,,
,695609101,40.4464182,-79.94862635,2,osm,service,,,,,,,,,,,,
,695610155,40.44589323333333,-79.9504068,3,osm,service,concrete,,,yes,,,,,,,,
,695610156,40.445955766666664,-79.95041483333334,3,osm,service,,,,yes,,,,,,,,
,695610157,40.44601166666667,-79.95042096666667,3,osm,service,,,,yes,,,,,,,,
,695618983,40.44809706666667,-79.94995416666667,3,osm,service,,,,,,,,,,,,
,695624588,40.44766583333333,-79.95086753333334,3,osm,service,asphalt,,,,,,,,,,,
,695721851,40.44908395,-79.94851015,6,osm,service,,,,yes,,,yes,,,,,
,695721852,40.44916583333333,-79.9482928,3,osm,service,,,,,,,no,,,,,
,695721979,40.44442633333333,-79.94935133333333,3,osm,service,,,,,,,,,,,,
,695722847,40.44631056666666,-79.9470836,3,osm,service,,,,,,,,,,,,
,695725786,40.44778286666667,-79.94767096666666,3,osm,service,,,,,,,yes,,,,,
,695728200,40.44806996666667,-79.94940996666666,3,osm,service,,,,,,,,,,,,
,696033476,40.4437900875,-79.9506848,8,osm,service,,,,,,,,,,,,
,696034099,40.4443528,-79.949620575,4,osm,service,,,,,,,,,,,,
,696035006,40.44850625,-79.94805955,4,osm,service,asphalt,,,,,,,,,,,
,696035007,40.4485277,-79.94816325,2,osm,service,asphalt,,,,,,,,,,,
,696035140,40.446620800000005,-79.94780175,2,osm,service,,,,,,,,,,,,
,696035177,40.447523966666665,-79.94756416666667,3,osm,service,,,,,,,yes,,,,,
,696035858,40.44427135,-79.94788855,4,osm,service,,,,,,,,,,,,
,696036008,40.44384516,-79.95223498,5,osm,service,asphalt,,,,,,,,,,,
,700935335,40.4378968,-79.947193875,4,osm,footway,,,,,,,,,,,,
,700935336,40.437042033333334,-79.94683856666667,6,osm,footway,,,,,yes,,,,,,,
,700935337,40.438042545,-79.94742254,20,osm,footway,unpaved,,,,,,,,,,,
,700935338,40.4380852,-79.9474739,2,osm,footway,unpaved,,,,,,,,,,,
,700935340,40.43863986666667,-79.94664986666666,3,osm,footway,,,,,,,,,,,,
,700935341,40.438649633333334,-79.94646316666667,3,osm,footway,asphalt,,,,,,,,,,,
,700935342,40.43839677142857,-79.94689228571428,7,osm,footway,,,,,,,,,,,,
,700935343,40.438051300000005,-79.9471912,3,osm,footway,asphalt,,,,,,,,,,,
,700935344,40.43860206,-79.94614504,5,osm,footway,concrete,,,,,,,,,,,
,700935345,40.43828604545455,-79.94672508181817,11,osm,footway,,,,,,,,,,,,
,700935346,40.4370865,-79.94666996666666,9,osm,footway,,,,,yes,,,,,,,
,700949830,40.44070846666667,-79.948336,3,osm,footway,concrete,,,,,,yes,,,,,
,700949831,40.442046005882354,-79.95149077647059,17,osm,footway,concrete,,,,,,,,,,,
,700949832,40.44115424,-79.94909996,5,osm,footway,,,,,yes,,,,,,,
,700949834,40.4423356,-79.951577525,4,osm,footway,asphalt,,,,,,yes,,,,,
,700949835,40.442137233333334,-79.95056884444445,9,osm,footway,concrete,,,,,,,,,,,
,700949836,40.44125284285714,-79.94885148571429,7,osm,footway,,,,,yes,,,,,,,
,701590231,40.44550936666667,-79.95033933333333,3,osm,service,paving_stones,,,,,,,,,,,
,704768264,40.4453639,-79.95032139999999,3,osm,service,paving_stones,,,,,,,,,,,
,714438322,40.44350613333334,-79.95282830000001,3,osm,footway,concrete,,,,,,yes,,,,,
,714438340,40.44402605,-79.95254025,2,osm,footway,concrete,,,,,,yes,,,,,
,714438341,40.444376,-79.9517669625,8,osm,footway,dirt,,,,,,no,,,,,
,723284670,40.44558846666667,-79.94524539999999,3,osm,footway,,,,,,,,,,,,
,723284671,40.44511485,-79.945727075,4,osm,footway,,,,,,,,,,,private,
,723284672,40.445303800000005,-79.94549315,2,osm,steps,,,,,,,,,,,,
,723284673,40.44506792,-79.94621642,5,osm,steps,,,,,,,,,,,,
,723284674,40.4448143375,-79.9462732875,8,osm,footway,,,,,,,,,,,,
,723284676,40.444823988888885,-79.94622606666667,9,osm,service,,,,,,,,,,,,
,723284677,40.44497735,-79.94617015,2,osm,footway,,,,,,,,,,,,
,723284678,40.4449844,-79.94613774999999,2,osm,steps,,,,,,,,,,,,
,723284679,40.44498835,-79.9460594,2,osm,footway,,,,,,,,,,,no,
,723284680,40.444650333333335,-79.94655110000001,3,osm,footway,,,,,,,,,,,,
,723284681,40.444821,-79.94655133333333,3,osm,footway,,,,,,,,,,,,
,723284682,40.4447773,-79.9465554,2,osm,steps,concrete,,,,,,,,,,,
,723284683,40.4449548,-79.94649895,2,osm,footway,asphalt,,,,,,,,,,,
,723284684,40.44542236666667,-79.94652006666666,6,osm,footway,,,,,,,,,,,,
,723284685,40.445381733333335,-79.94655586666666,3,osm,footway,asphalt,,,,,,,,,,,
,723284686,40.4445783,-79.9465538,3,osm,footway,,,,,,,,,,,,
,723284687,40.4446666,-79.9466106,2,osm,footway,,,,,,,,,,,,
,723286221,40.44613409,-79.94465876000001,10,osm,footway,concrete,,,,,,yes,,,,,
,723286222,40.44595245714286,-79.94485284285714,7,osm,service,,,,,,,,,,,,
,723286223,40.4461167,-79.94403112500001,4,osm,footway,concrete,,,,,,yes,,,,,
,723286224,40.444912125,-79.943925425,4,osm,footway,concrete,,,,,,yes,,,,,
,723286225,40.445275225,-79.9446638375,8,osm,footway,concrete,,,,,,,,,,,
,723286226,40.4458919,-79.94386385,4,osm,footway,asphalt,,,,,,yes,,,,,
,723286227,40.4458417,-79.9442506,2,osm,service,asphalt,,,,,,,,,,private,
,723286228,40.445204999999994,-79.9440518,3,osm,service,asphalt,,,,,,,,,,private,
,723286229,40.44524232222222,-79.94435955555555,9,osm,footway,concrete,,,,,,yes,,,,,
,723286230,40.4449735,-79.94452934285714,7,osm,footway,concrete,,,,,,yes,,,,,
,723286232,40.4460551,-79.94431713333334,3,osm,service,asphalt,,,,,,,,,,,
,723960355,40.448855333333334,-79.94797311666666,6,osm,service,asphalt,,,,,,,,,,,
,723960356,40.4486191,-79.9478101,3,osm,service,asphalt,,,,,,,,,,,
,736575580,40.44426776666666,-79.94226306666667,3,osm,footway,concrete,,,,,,,,,,,
,736575581,40.444235975,-79.94202925,4,osm,footway,concrete,,,,,,,,,,,
,736575582,40.444312499999995,-79.9420618,2,osm,footway,concrete,,,,,,,,,,,
,736575583,40.4443037,-79.9419938,2,osm,footway,concrete,,,,,,,,,,,
,736575584,40.4442606,-79.9417467,3,osm,footway,concrete,,,,,,,,,,,
,736575585,40.4442199,-79.9415732,2,osm,footway,concrete,,,,,,,,,,,
,736575586,40.443748,-79.94113885,2,osm,footway,concrete,,,,,,,,,,,
,736575587,40.443391775,-79.9414126,4,osm,footway,concrete,,,,,,,,,,,
,736575588,40.443435566666665,-79.94139843333333,3,osm,footway,concrete,,,,,,,,,,,
,736575590,40.44388574285715,-79.94106867142857,7,osm,footway,concrete,,,,,,,,,,,
,736647453,40.4441757,-79.94203795,2,osm,footway,concrete,,,,,,,,,,,
,749754329,40.447602100000005,-79.93793473333334,6,osm,service,,,,,,,,,,,,
,749754330,40.44812728333333,-79.93682061666667,6,osm,service,,,,,,,,,,,,
,749759668,40.447898442857145,-79.94039925714286,7,osm,service,,,,,,,,,,,,
,749759669,40.44772845,-79.94063469999999,6,osm,service,,,,,,,,,,,,
,749759670,40.4479661,-79.939562425,12,osm,service,,,,,,,,,,,,
,749802111,40.446209328571435,-79.94610541428571,7,osm,service,,,,,,,,,,,private,
,749802112,40.44610011428572,-79.94597132857143,7,osm,service,,,,,,,,,,,private,
,749802113,40.44613055,-79.94598965,2,osm,service,,,,,,,,,,,private,
,749802114,40.44663606666666,-79.94529433333334,12,osm,service,,,,yes,,,,,,,private,
,749802115,40.44758396666666,-79.94715938333333,6,osm,service,asphalt,,,,,,,,,,,
,749802116,40.4480925875,-79.9460367125,8,osm,service,,,,yes,,,,,,,,
,749802118,40.448351583333334,-79.9455115,6,osm,service,,,,yes,,,,,,,,
,750054299,40.43986905294118,-79.93877184117648,17,osm,service,,,,,,,,,,,,
,750369947,40.44491205714286,-79.94246032857143,7,osm,service,,,,yes,,,,,,,,
,756153187,40.44830168,-79.94645948,5,osm,service,,,,,,,,,,,,
,756877043,40.447917100000005,-79.93807816666667,3,osm,service,,,,,,,,,,,,
,757111602,40.4419582,-79.94245760000001,2,osm,service,asphalt,,,,,,,,,,,
,761641802,40.44972483,-79.94437309999999,10,osm,service,,,,,,,,,,,private,
,761641803,40.44781916666667,-79.9443064,3,osm,service,,,,,,,,,,,private,
,761641804,40.447763625,-79.94495105,4,osm,service,,,,,,,,,,,,
,763709584,40.44792494285714,-79.93837037142858,7,osm,service,,,,,,,,,,,,
,763709585,40.448770825,-79.93816855,4,osm,service,,,,,,,,,,,,
,768281601,40.4418164,-79.952892075,4,osm,footway,concrete,,,,,,yes,,,,,
,769805493,40.44336388333333,-79.93609206666666,6,osm,service,,,,,,,,,,,private,
,800968213,40.44918126,-79.94490906,5,osm,service,,,,,,,,,,,private,
,816173889,40.447424025,-79.94065493333333,12,osm,service,,,,,,,,,,,,
,831111231,40.446701475,-79.9357097,4,osm,service,,,,,,,,,,,private,
,836140841,40.44332615,-79.9517425,2,osm,footway,concrete,,,,,,yes,,,,,
,836140842,40.44341977083334,-79.95177690416666,24,osm,footway,concrete,,,,,,yes,,,,,
,836140843,40.44350875000001,-79.95169245,2,osm,footway,concrete,,,,,,yes,,,,,
,836140844,40.44345475,-79.95192165,2,osm,footway,concrete,,,,,,yes,,,,,
,836140845,40.4434047,-79.95164125,2,osm,footway,concrete,,,,,,yes,,,,,
,836140846,40.44333825,-79.9518772,2,osm,footway,concrete,,,,,,yes,,,,,
,836140847,40.44337405,-79.9519876,2,osm,footway,concrete,,,,,,yes,,,,,
,836140848,40.44352775,-79.95182875,2,osm,footway,concrete,,,,,,yes,,,,,
,839717365,40.4427711,-79.9517123,4,osm,footway,concrete,,,,,,yes,,,,,
,839717366,40.44236884,-79.95180156,5,osm,footway,asphalt,,,,,,yes,,,,,
